Well,KH2PO4,NH4Cl,KCl,MgSO4*7H2O,ZnSO4·7H2O,H3BO3,MnCl2·4H2O,FeSO4·7H2O,CoCl2·6H2O,CuSO4·5H20,Na2MoO4·2H2O,Na4EDTA,biotin,pyridoxine,thiamine,riboflavin,para-aminobenzoic acid,nicotinic acid
D2,0.32877807566683837,2.8870890976973076,4.093005438426795,0.4524092879831312,0.3182563368517289,0.006774341722716209,0.34571880092994545,0.4232874396745149,0.3598190502315962,0.026141510927232263,0.011016345643384363,0.5397938338236532,0.004528611233930512,0.007755465118390965,0.0005194203071666118,0.0034313367544061774,0.007448332970794112,5.6227925124332096e-05
D3,0.32877807566683837,2.8870890976973076,4.093005438426795,0.4524092879831312,0.3182563368517289,0.006774341722716209,0.34571880092994545,0.4232874396745149,0.3598190502315962,0.026141510927232263,0.011016345643384363,0.5397938338236532,0.004528611233930512,0.007755465118390965,0.0005194203071666118,0.0034313367544061774,0.007448332970794112,5.6227925124332096e-05
E1,2.5613906806267606,0.6471950889442257,2.725485367730341,0.421550510980931,0.09865791700940162,0.7156026850976627,0.2918800956497217,0.10826865662980706,0.31135836927878136,0.05249946988770486,0.07165373626817007,1.2922701547229798,0.00010478065273925739,4.9919403218149903e-05,0.005726350693851774,0.07139612648775759,0.002937005257369274,0.009516201759629207
E2,2.5613906806267606,0.6471950889442257,2.725485367730341,0.421550510980931,0.09865791700940162,0.7156026850976627,0.2918800956497217,0.10826865662980706,0.31135836927878136,0.05249946988770486,0.07165373626817007,1.2922701547229798,0.00010478065273925739,4.9919403218149903e-05,0.005726350693851774,0.07139612648775759,0.002937005257369274,0.009516201759629207
E3,2.5613906806267606,0.6471950889442257,2.725485367730341,0.421550510980931,0.09865791700940162,0.7156026850976627,0.2918800956497217,0.10826865662980706,0.31135836927878136,0.05249946988770486,0.07165373626817007,1.2922701547229798,0.00010478065273925739,4.9919403218149903e-05,0.005726350693851774,0.07139612648775759,0.002937005257369274,0.009516201759629207
F1,3.607082748492086,0.7408232783253856,2.1656579418725244,0.5323251326721113,0.3385567412468481,0.16213096821233985,0.09004840016234644,0.10746474105554882,0.15632328292710898,0.08210198615113345,7.027157019180227e-05,2.015757175427143,3.442725499540046e-05,0.0007231854580532995,0.008020532969560892,0.030737224508561794,0.0006340713459229671,0.002986675507200366
F2,3.607082748492086,0.7408232783253856,2.1656579418725244,0.5323251326721113,0.3385567412468481,0.16213096821233985,0.09004840016234644,0.10746474105554882,0.15632328292710898,0.08210198615113345,7.027157019180227e-05,2.015757175427143,3.442725499540046e-05,0.0007231854580532995,0.008020532969560892,0.030737224508561794,0.0006340713459229671,0.002986675507200366
F3,3.607082748492086,0.7408232783253856,2.1656579418725244,0.5323251326721113,0.3385567412468481,0.16213096821233985,0.09004840016234644,0.10746474105554882,0.15632328292710898,0.08210198615113345,7.027157019180227e-05,2.015757175427143,3.442725499540046e-05,0.0007231854580532995,0.008020532969560892,0.030737224508561794,0.0006340713459229671,0.002986675507200366
G1,3.642639481426464,1.4459456223601181,2.9585157055288813,0.28930669891459015,0.49081154200113886,0.3885781213644191,0.003084635830170399,0.44396528231631643,0.3009303797711124,0.09825442140626543,5.8685177977850046e-05,0.648419782049539,0.0005961149028827499,0.0094107440572813,0.002352744874884762,0.010806719920398852,0.0004389112020670109,0.006652118216509576
G2,3.642639481426464,1.4459456223601181,2.9585157055288813,0.28930669891459015,0.49081154200113886,0.3885781213644191,0.003084635830170399,0.44396528231631643,0.3009303797711124,0.09825442140626543,5.8685177977850046e-05,0.648419782049539,0.0005961149028827499,0.0094107440572813,0.002352744874884762,0.010806719920398852,0.0004389112020670109,0.006652118216509576
G3,3.642639481426464,1.4459456223601181,2.9585157055288813,0.28930669891459015,0.49081154200113886,0.3885781213644191,0.003084635830170399,0.44396528231631643,0.3009303797711124,0.09825442140626543,5.8685177977850046e-05,0.648419782049539,0.0005961149028827499,0.0094107440572813,0.002352744874884762,0.010806719920398852,0.0004389112020670109,0.006652118216509576
H1,1.1743735149655459,1.1322865651446,3.931173706530067,1.4905592734574808,0.001888840928870254,0.002488650789785043,0.001100028188381666,0.06700605003231601,0.3258821919264415,0.32197072699222334,0.0650997336559683,0.04415540607101199,0.005020794733746301,0.005997509963709117,0.0039624623755768395,0.029002160301711957,0.00195886027950532,0.0014939673938486437
H2,1.1743735149655459,1.1322865651446,3.931173706530067,1.4905592734574808,0.001888840928870254,0.002488650789785043,0.001100028188381666,0.06700605003231601,0.3258821919264415,0.32197072699222334,0.0650997336559683,0.04415540607101199,0.005020794733746301,0.005997509963709117,0.0039624623755768395,0.029002160301711957,0.00195886027950532,0.0014939673938486437
H3,1.1743735149655459,1.1322865651446,3.931173706530067,1.4905592734574808,0.001888840928870254,0.002488650789785043,0.001100028188381666,0.06700605003231601,0.3258821919264415,0.32197072699222334,0.0650997336559683,0.04415540607101199,0.005020794733746301,0.005997509963709117,0.0039624623755768395,0.029002160301711957,0.00195886027950532,0.0014939673938486437
I1,0.6252715250329843,4.1846520227850075,0.09692640996184748,1.2689057603519878,0.08347539817718727,0.4734909945726802,0.12368722447024137,0.005749334330561015,0.23313094129724174,0.11722658119236284,0.032898571036929065,1.8005712669908318,0.0029071293502332006,3.654685902286136e-05,0.006931721021832375,0.03809664456737502,2.8576936046806003e-05,4.2033564401021364e-05
I2,0.6252715250329843,4.1846520227850075,0.09692640996184748,1.2689057603519878,0.08347539817718727,0.4734909945726802,0.12368722447024137,0.005749334330561015,0.23313094129724174,0.11722658119236284,0.032898571036929065,1.8005712669908318,0.0029071293502332006,3.654685902286136e-05,0.006931721021832375,0.03809664456737502,2.8576936046806003e-05,4.2033564401021364e-05
I3,0.6252715250329843,4.1846520227850075,0.09692640996184748,1.2689057603519878,0.08347539817718727,0.4734909945726802,0.12368722447024137,0.005749334330561015,0.23313094129724174,0.11722658119236284,0.032898571036929065,1.8005712669908318,0.0029071293502332006,3.654685902286136e-05,0.006931721021832375,0.03809664456737502,2.8576936046806003e-05,4.2033564401021364e-05
J1,1.290562859426937,1.0384379289857562,2.5238247341517286,2.9373306102740107,0.46455510515151416,0.0046268559676007,0.16805204854670752,0.2990788580636607,0.3919344141584871,0.3542697354488411,0.07941789210361058,0.0011490302340210752,0.0086724439471492,0.003815597643071968,8.148624525475987e-05,0.05700371019478707,0.0035298455673061463,0.00314380208608798
J2,1.290562859426937,1.0384379289857562,2.5238247341517286,2.9373306102740107,0.46455510515151416,0.0046268559676007,0.16805204854670752,0.2990788580636607,0.3919344141584871,0.3542697354488411,0.07941789210361058,0.0011490302340210752,0.0086724439471492,0.003815597643071968,8.148624525475987e-05,0.05700371019478707,0.0035298455673061463,0.00314380208608798
J3,1.290562859426937,1.0384379289857562,2.5238247341517286,2.9373306102740107,0.46455510515151416,0.0046268559676007,0.16805204854670752,0.2990788580636607,0.3919344141584871,0.3542697354488411,0.07941789210361058,0.0011490302340210752,0.0086724439471492,0.003815597643071968,8.148624525475987e-05,0.05700371019478707,0.0035298455673061463,0.00314380208608798
K1,4.914358096574777,0.7045341974681941,0.370822756804709,3.7721046852811666,0.47707899856641883,1.002740074197466,0.1420551944684286,0.3154079900212639,0.0009200560347332111,0.0004889282934356222,0.044004581520162254,2.062233061242928,0.00410034289108166,9.670897343244737e-05,0.00958084701895314,0.049233407689224525,0.009335520533624705,0.00606469403616621
K2,4.914358096574777,0.7045341974681941,0.370822756804709,3.7721046852811666,0.47707899856641883,1.002740074197466,0.1420551944684286,0.3154079900212639,0.0009200560347332111,0.0004889282934356222,0.044004581520162254,2.062233061242928,0.00410034289108166,9.670897343244737e-05,0.00958084701895314,0.049233407689224525,0.009335520533624705,0.00606469403616621
K3,4.914358096574777,0.7045341974681941,0.370822756804709,3.7721046852811666,0.47707899856641883,1.002740074197466,0.1420551944684286,0.3154079900212639,0.0009200560347332111,0.0004889282934356222,0.044004581520162254,2.062233061242928,0.00410034289108166,9.670897343244737e-05,0.00958084701895314,0.049233407689224525,0.009335520533624705,0.00606469403616621
L1,1.980537050746152,4.7249780513924735,3.680494181403594,4.534646940009603,0.28469441647160454,0.008457125980844915,0.22878337642690563,0.3697013342256748,0.46763823151579814,0.10881359692308297,8.9137489440932e-06,1.9049863451176712,0.0021503233378478348,0.002632531928552243,0.007543230627396355,0.04001779429615079,0.009216607861803758,0.0006847927783539107
L2,1.980537050746152,4.7249780513924735,3.680494181403594,4.534646940009603,0.28469441647160454,0.008457125980844915,0.22878337642690563,0.3697013342256748,0.46763823151579814,0.10881359692308297,8.9137489440932e-06,1.9049863451176712,0.0021503233378478348,0.002632531928552243,0.007543230627396355,0.04001779429615079,0.009216607861803758,0.0006847927783539107
L3,1.980537050746152,4.7249780513924735,3.680494181403594,4.534646940009603,0.28469441647160454,0.008457125980844915,0.22878337642690563,0.3697013342256748,0.46763823151579814,0.10881359692308297,8.9137489440932e-06,1.9049863451176712,0.0021503233378478348,0.002632531928552243,0.007543230627396355,0.04001779429615079,0.009216607861803758,0.0006847927783539107
M1,3.171125491474953,1.509200161505368,0.3551869965452769,0.257295186311147,0.010023119266262929,0.6849873223858138,0.04796885189442992,0.28144474086399696,0.0005545694091385034,0.33024043906150974,1.2742472573636549e-05,0.08015459616781138,0.00900188466363553,0.004052623224226292,0.007432747059295344,0.055707814666106296,0.005808776651349491,0.0039010627411223413
M2,3.171125491474953,1.509200161505368,0.3551869965452769,0.257295186311147,0.010023119266262929,0.6849873223858138,0.04796885189442992,0.28144474086399696,0.0005545694091385034,0.33024043906150974,1.2742472573636549e-05,0.08015459616781138,0.00900188466363553,0.004052623224226292,0.007432747059295344,0.055707814666106296,0.005808776651349491,0.0039010627411223413
M3,3.171125491474953,1.509200161505368,0.3551869965452769,0.257295186311147,0.010023119266262929,0.6849873223858138,0.04796885189442992,0.28144474086399696,0.0005545694091385034,0.33024043906150974,1.2742472573636549e-05,0.08015459616781138,0.00900188466363553,0.004052623224226292,0.007432747059295344,0.055707814666106296,0.005808776651349491,0.0039010627411223413
N1,0.8039952851583514,0.5320551516381351,4.199946697266677,3.360972721523495,0.3830368503141732,0.2482486701423184,0.4019719362262562,0.39108323504559067,0.14509412102105232,0.3759020649933244,0.012128058799280708,0.42248964624813956,0.006882870965545605,0.004446538446221207,0.0055623379538935255,0.020847134735262233,0.0026564489174741106,0.000818343557164147
N2,0.8039952851583514,0.5320551516381351,4.199946697266677,3.360972721523495,0.3830368503141732,0.2482486701423184,0.4019719362262562,0.39108323504559067,0.14509412102105232,0.3759020649933244,0.012128058799280708,0.42248964624813956,0.006882870965545605,0.004446538446221207,0.0055623379538935255,0.020847134735262233,0.0026564489174741106,0.000818343557164147
N3,0.8039952851583514,0.5320551516381351,4.199946697266677,3.360972721523495,0.3830368503141732,0.2482486701423184,0.4019719362262562,0.39108323504559067,0.14509412102105232,0.3759020649933244,0.012128058799280708,0.42248964624813956,0.006882870965545605,0.004446538446221207,0.0055623379538935255,0.020847134735262233,0.0026564489174741106,0.000818343557164147
O1,3.9565614155988693,3.5352879946040074,4.533267553403841,4.142755176065391,0.31060222713931424,0.7469559802560739,0.42811295858393805,0.48243256672793455,0.17780167815024145,0.19708138979827353,0.0369814293268666,0.7011315989958583,0.002816533788241361,0.008636295836241899,0.008519851192704077,0.06766401493218865,0.00258769564149947,0.0014586212849044765
O2,3.9565614155988693,3.5352879946040074,4.533267553403841,4.142755176065391,0.31060222713931424,0.7469559802560739,0.42811295858393805,0.48243256672793455,0.17780167815024145,0.19708138979827353,0.0369814293268666,0.7011315989958583,0.002816533788241361,0.008636295836241899,0.008519851192704077,0.06766401493218865,0.00258769564149947,0.0014586212849044765
O3,3.9565614155988693,3.5352879946040074,4.533267553403841,4.142755176065391,0.31060222713931424,0.7469559802560739,0.42811295858393805,0.48243256672793455,0.17780167815024145,0.19708138979827353,0.0369814293268666,0.7011315989958583,0.002816533788241361,0.008636295836241899,0.008519851192704077,0.06766401493218865,0.00258769564149947,0.0014586212849044765
P1,3.8274000074104713,1.6608062591505761,1.4156969575215093,2.531470457424111,0.44230538496750066,0.009580728117173727,0.15312811607017052,0.4573630224452751,0.00019701062415472667,0.4166070411852412,3.9183547685463754e-05,1.2252329100618111,0.0018572246450921945,1.3753314193088256e-05,8.520041487194093e-05,9.468117867518952e-06,0.004006834896256137,0.005564126859583502
P2,3.8274000074104713,1.6608062591505761,1.4156969575215093,2.531470457424111,0.44230538496750066,0.009580728117173727,0.15312811607017052,0.4573630224452751,0.00019701062415472667,0.4166070411852412,3.9183547685463754e-05,1.2252329100618111,0.0018572246450921945,1.3753314193088256e-05,8.520041487194093e-05,9.468117867518952e-06,0.004006834896256137,0.005564126859583502
P3,3.8274000074104713,1.6608062591505761,1.4156969575215093,2.531470457424111,0.44230538496750066,0.009580728117173727,0.15312811607017052,0.4573630224452751,0.00019701062415472667,0.4166070411852412,3.9183547685463754e-05,1.2252329100618111,0.0018572246450921945,1.3753314193088256e-05,8.520041487194093e-05,9.468117867518952e-06,0.004006834896256137,0.005564126859583502
Q1,0.9076429469435625,3.1533192802505114,0.1452907364355019,3.230885497761523,0.2312724935012315,0.5920647209647042,0.22056587568230163,0.04888371651797041,0.00650832258356066,0.25825065600057223,0.05408398027433429,2.0938536635479243,0.007422210208509918,0.004719813140591957,0.008775859384051279,0.041494185240841246,0.0019034499543330303,0.002095185659840506
Q2,0.9076429469435625,3.1533192802505114,0.1452907364355019,3.230885497761523,0.2312724935012315,0.5920647209647042,0.22056587568230163,0.04888371651797041,0.00650832258356066,0.25825065600057223,0.05408398027433429,2.0938536635479243,0.007422210208509918,0.004719813140591957,0.008775859384051279,0.041494185240841246,0.0019034499543330303,0.002095185659840506
Q3,0.9076429469435625,3.1533192802505114,0.1452907364355019,3.230885497761523,0.2312724935012315,0.5920647209647042,0.22056587568230163,0.04888371651797041,0.00650832258356066,0.25825065600057223,0.05408398027433429,2.0938536635479243,0.007422210208509918,0.004719813140591957,0.008775859384051279,0.041494185240841246,0.0019034499543330303,0.002095185659840506
R1,2.477634979187424,2.0393546986865188,0.6426663295485114,3.9248944327199378,0.27233413894695224,0.662580247173733,0.4495327665933386,0.4985037149299151,0.07414458144631211,0.06942538930326801,0.05793462273456489,1.3721801617691425,0.009808355850821408,0.0025131661504598814,0.004317935431205152,0.035710365497338456,0.00992371111147641,0.008278333837164828
R2,2.477634979187424,2.0393546986865188,0.6426663295485114,3.9248944327199378,0.27233413894695224,0.662580247173733,0.4495327665933386,0.4985037149299151,0.07414458144631211,0.06942538930326801,0.05793462273456489,1.3721801617691425,0.009808355850821408,0.0025131661504598814,0.004317935431205152,0.035710365497338456,0.00992371111147641,0.008278333837164828
R3,2.477634979187424,2.0393546986865188,0.6426663295485114,3.9248944327199378,0.27233413894695224,0.662580247173733,0.4495327665933386,0.4985037149299151,0.07414458144631211,0.06942538930326801,0.05793462273456489,1.3721801617691425,0.009808355850821408,0.0025131661504598814,0.004317935431205152,0.035710365497338456,0.00992371111147641,0.008278333837164828
S1,0.5641081156692092,4.786718984124482,0.2999165770036154,0.8081623100910935,0.1816907497684141,0.7780517851984418,0.09959847820895841,0.0004989576678665602,0.4936722997763331,0.006361880797824855,0.09350781173769586,0.2557121321217534,0.005851553890972239,0.009150152081132453,0.007143348646246483,0.025146424712834615,0.006292196180029145,0.004184077903265744
S2,0.5641081156692092,4.786718984124482,0.2999165770036154,0.8081623100910935,0.1816907497684141,0.7780517851984418,0.09959847820895841,0.0004989576678665602,0.4936722997763331,0.006361880797824855,0.09350781173769586,0.2557121321217534,0.005851553890972239,0.009150152081132453,0.007143348646246483,0.025146424712834615,0.006292196180029145,0.004184077903265744
S3,0.5641081156692092,4.786718984124482,0.2999165770036154,0.8081623100910935,0.1816907497684141,0.7780517851984418,0.09959847820895841,0.0004989576678665602,0.4936722997763331,0.006361880797824855,0.09350781173769586,0.2557121321217534,0.005851553890972239,0.009150152081132453,0.007143348646246483,0.025146424712834615,0.006292196180029145,0.004184077903265744
T1,1.8271996288264234,0.6037887412019303,1.2558912882280784,2.4201108753098857,0.3880207864134842,0.5269805172261323,0.05673471522749148,0.3246013433579831,0.25707843186381724,0.3411986406487338,0.021430791878018683,0.8262564020418128,0.003109475718884507,0.002024025144244971,0.0031303303601210556,8.601488973023833e-05,6.110147960553371e-05,4.0771601262283255e-06
T2,1.8271996288264234,0.6037887412019303,1.2558912882280784,2.4201108753098857,0.3880207864134842,0.5269805172261323,0.05673471522749148,0.3246013433579831,0.25707843186381724,0.3411986406487338,0.021430791878018683,0.8262564020418128,0.003109475718884507,0.002024025144244971,0.0031303303601210556,8.601488973023833e-05,6.110147960553371e-05,4.0771601262283255e-06
T3,1.8271996288264234,0.6037887412019303,1.2558912882280784,2.4201108753098857,0.3880207864134842,0.5269805172261323,0.05673471522749148,0.3246013433579831,0.25707843186381724,0.3411986406487338,0.021430791878018683,0.8262564020418128,0.003109475718884507,0.002024025144244971,0.0031303303601210556,8.601488973023833e-05,6.110147960553371e-05,4.0771601262283255e-06
U1,0.2627257521492876,2.56280273282385,4.770662512307176,2.178278502909188,0.3581883265687056,0.9422471104986386,0.48559597327974563,0.19719376766160762,0.0014784962776623672,0.47772397666194677,0.023828809203944923,0.3556219386403768,0.004798711200208638,0.008994584622100281,0.009323479282660908,0.06815447945397173,0.005569843310336843,0.0050804928426571
U2,0.2627257521492876,2.56280273282385,4.770662512307176,2.178278502909188,0.3581883265687056,0.9422471104986386,0.48559597327974563,0.19719376766160762,0.0014784962776623672,0.47772397666194677,0.023828809203944923,0.3556219386403768,0.004798711200208638,0.008994584622100281,0.009323479282660908,0.06815447945397173,0.005569843310336843,0.0050804928426571
U3,0.2627257521492876,2.56280273282385,4.770662512307176,2.178278502909188,0.3581883265687056,0.9422471104986386,0.48559597327974563,0.19719376766160762,0.0014784962776623672,0.47772397666194677,0.023828809203944923,0.3556219386403768,0.004798711200208638,0.008994584622100281,0.009323479282660908,0.06815447945397173,0.005569843310336843,0.0050804928426571
V1,2.2521157135037524,2.4511130310724196,3.299582281029374,4.583264286132673,0.4409330477542997,0.34429248300217274,0.24939329185922374,0.001439338395143232,0.0013449613577564792,0.13201994457084967,0.08837001912699882,1.5876399968934503,0.004377064536659554,0.00043010380394213756,0.0029736056026218056,0.020971544162191953,0.0010330079254324259,0.004909029939732804
V2,2.2521157135037524,2.4511130310724196,3.299582281029374,4.583264286132673,0.4409330477542997,0.34429248300217274,0.24939329185922374,0.001439338395143232,0.0013449613577564792,0.13201994457084967,0.08837001912699882,1.5876399968934503,0.004377064536659554,0.00043010380394213756,0.0029736056026218056,0.020971544162191953,0.0010330079254324259,0.004909029939732804
V3,2.2521157135037524,2.4511130310724196,3.299582281029374,4.583264286132673,0.4409330477542997,0.34429248300217274,0.24939329185922374,0.001439338395143232,0.0013449613577564792,0.13201994457084967,0.08837001912699882,1.5876399968934503,0.004377064536659554,0.00043010380394213756,0.0029736056026218056,0.020971544162191953,0.0010330079254324259,0.004909029939732804
W1,4.4281726611406835,4.111102506762995,0.440953792523617,3.07897115871934,0.2640352131189774,0.5623182622358209,0.4597520063482132,0.18542921012718525,0.27497148689433804,0.3017584703978265,0.09733616229143388,1.1508127696477228,4.8061186896767566e-05,8.252378406569572e-05,0.0017834924987779816,0.0055724005225793695,0.004561091957794669,0.002175020489189002
W2,4.4281726611406835,4.111102506762995,0.440953792523617,3.07897115871934,0.2640352131189774,0.5623182622358209,0.4597520063482132,0.18542921012718525,0.27497148689433804,0.3017584703978265,0.09733616229143388,1.1508127696477228,4.8061186896767566e-05,8.252378406569572e-05,0.0017834924987779816,0.0055724005225793695,0.004561091957794669,0.002175020489189002
W3,4.4281726611406835,4.111102506762995,0.440953792523617,3.07897115871934,0.2640352131189774,0.5623182622358209,0.4597520063482132,0.18542921012718525,0.27497148689433804,0.3017584703978265,0.09733616229143388,1.1508127696477228,4.8061186896767566e-05,8.252378406569572e-05,0.0017834924987779816,0.0055724005225793695,0.004561091957794669,0.002175020489189002
X1,1.9533620432328982,4.629082143282088,2.3803487616858785,0.20271278076991456,0.00016956324465409664,0.8647991550836926,0.49510921287402987,0.2660837828692625,0.016150872118812918,0.4049080382086572,2.7652880854590263e-05,1.7207896175226838,0.006274301332467466,0.006911296721690313,4.085746496634479e-05,0.0647161860889274,0.009580295030314274,0.007234635452727093
X2,1.9533620432328982,4.629082143282088,2.3803487616858785,0.20271278076991456,0.00016956324465409664,0.8647991550836926,0.49510921287402987,0.2660837828692625,0.016150872118812918,0.4049080382086572,2.7652880854590263e-05,1.7207896175226838,0.006274301332467466,0.006911296721690313,4.085746496634479e-05,0.0647161860889274,0.009580295030314274,0.007234635452727093
X3,1.9533620432328982,4.629082143282088,2.3803487616858785,0.20271278076991456,0.00016956324465409664,0.8647991550836926,0.49510921287402987,0.2660837828692625,0.016150872118812918,0.4049080382086572,2.7652880854590263e-05,1.7207896175226838,0.006274301332467466,0.006911296721690313,4.085746496634479e-05,0.0647161860889274,0.009580295030314274,0.007234635452727093
Y1,4.724037229518661,1.2490266757394302,2.2520338082414204,3.5865075880727177,0.3328776511253979,0.030840741549133504,0.15653709767919025,0.33947216890089316,0.11226830760715427,0.26944510857391757,0.031144582365341004,0.18625006898360233,0.00930624756205157,0.008275577650239634,3.4956312006107062e-06,0.018430360668936177,0.00017804263532328676,0.004672652794790087
Y2,4.724037229518661,1.2490266757394302,2.2520338082414204,3.5865075880727177,0.3328776511253979,0.030840741549133504,0.15653709767919025,0.33947216890089316,0.11226830760715427,0.26944510857391757,0.031144582365341004,0.18625006898360233,0.00930624756205157,0.008275577650239634,3.4956312006107062e-06,0.018430360668936177,0.00017804263532328676,0.004672652794790087
Y3,4.724037229518661,1.2490266757394302,2.2520338082414204,3.5865075880727177,0.3328776511253979,0.030840741549133504,0.15653709767919025,0.33947216890089316,0.11226830760715427,0.26944510857391757,0.031144582365341004,0.18625006898360233,0.00930624756205157,0.008275577650239634,3.4956312006107062e-06,0.018430360668936177,0.00017804263532328676,0.004672652794790087
Z1,1.5,1.43,0.5,0.5,0.00225,0.011,0.005,0.005,0.0017,0.0016,8.5e-05,0.005,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
Z2,1.5,1.43,0.5,0.5,0.00225,0.011,0.005,0.005,0.0017,0.0016,8.5e-05,0.005,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
Z3,1.5,1.43,0.5,0.5,0.00225,0.011,0.005,0.005,0.0017,0.0016,8.5e-05,0.005,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
